Quarter,Industry,Sex,Employment status,Value,Flags
"Mar-10","Arts, recreation and other services","Total","Part time employees",35000,
"Dec-09","Arts, recreation and other services","Total","Part time employees",32300,
"Sep-09","Arts, recreation and other services","Total","Part time employees",32000,
"Jun-09","Arts, recreation and other services","Total","Part time employees",30700,
"Mar-09","Arts, recreation and other services","Total","Part time employees",30900,
"Dec-08","Arts, recreation and other services","Total","Part time employees",30000,
"Sep-08","Arts, recreation and other services","Total","Part time employees",31400,
"Jun-08","Arts, recreation and other services","Total","Part time employees",30900,
"Mar-08","Arts, recreation and other services","Total","Part time employees",30200,
"Dec-07","Arts, recreation and other services","Total","Part time employees",30900,
"Sep-07","Arts, recreation and other services","Total","Part time employees",31900,
"Jun-07","Arts, recreation and other services","Total","Part time employees",30600,
"Mar-07","Arts, recreation and other services","Total","Part time employees",31100,
"Dec-06","Arts, recreation and other services","Total","Part time employees",33300,
"Sep-06","Arts, recreation and other services","Total","Part time employees",32200,
"Jun-06","Arts, recreation and other services","Total","Part time employees",29600,
"Mar-06","Arts, recreation and other services","Total","Part time employees",30800,
"Dec-05","Arts, recreation and other services","Total","Part time employees",31400,
"Sep-05","Arts, recreation and other services","Total","Part time employees",29400,
"Jun-05","Arts, recreation and other services","Total","Part time employees",29900,
"Mar-05","Arts, recreation and other services","Total","Part time employees",29400,
"Dec-04","Arts, recreation and other services","Total","Part time employees",28700,
"Sep-04","Arts, recreation and other services","Total","Part time employees",27100,
"Jun-04","Arts, recreation and other services","Total","Part time employees",28000,
"Mar-04","Arts, recreation and other services","Total","Part time employees",26400,
"Dec-03","Arts, recreation and other services","Total","Part time employees",27400,
"Sep-03","Arts, recreation and other services","Total","Part time employees",26700,
"Jun-03","Arts, recreation and other services","Total","Part time employees",28300,
"Mar-03","Arts, recreation and other services","Total","Part time employees",26800,
"Dec-02","Arts, recreation and other services","Total","Part time employees",28100,
"Sep-02","Arts, recreation and other services","Total","Part time employees",28900,
"Jun-02","Arts, recreation and other services","Total","Part time employees",27900,
"Mar-02","Arts, recreation and other services","Total","Part time employees",27300,
"Dec-01","Arts, recreation and other services","Total","Part time employees",30700,
"Sep-01","Arts, recreation and other services","Total","Part time employees",29900,
"Jun-01","Arts, recreation and other services","Total","Part time employees",28500,
"Mar-01","Arts, recreation and other services","Total","Part time employees",29300,
"Dec-00","Arts, recreation and other services","Total","Part time employees",28700,
"Sep-00","Arts, recreation and other services","Total","Part time employees",27000,
"Jun-00","Arts, recreation and other services","Total","Part time employees",26900,
"Mar-00","Arts, recreation and other services","Total","Part time employees",26100,
"Sep-15","Forestry and mining","Total","Full time employees",7900,
"Jun-15","Forestry and mining","Total","Full time employees",8400,
"Mar-15","Forestry and mining","Total","Full time employees",8500,
"Dec-14","Forestry and mining","Total","Full time employees",8300,
"Sep-14","Forestry and mining","Total","Full time employees",9400,
"Jun-14","Forestry and mining","Total","Full time employees",9400,
"Mar-14","Forestry and mining","Total","Full time employees",9800,
"Dec-13","Forestry and mining","Total","Full time employees",10600,
"Sep-13","Forestry and mining","Total","Full time employees",11100,
"Jun-13","Forestry and mining","Total","Full time employees",11000,
"Mar-13","Forestry and mining","Total","Full time employees",10800,
"Dec-12","Forestry and mining","Total","Full time employees",10700,
"Sep-12","Forestry and mining","Total","Full time employees",10900,
"Jun-12","Forestry and mining","Total","Full time employees",10400,
"Mar-12","Forestry and mining","Total","Full time employees",10700,
"Dec-11","Forestry and mining","Total","Full time employees",10400,
